prompt_id,category,type,title,model_name,lab,run_number,open_weights,full_cot,max_tokens,total_score,criteria_met_count,criteria_total_count,success_rate,tokens_output,tokens_reasoning,tokens_completion,char_output,char_reasoning,char_completion,output_entropy,output_bzip2_length,output_bzip2_ratio,output_entropy_ratio,thinking_entropy,thinking_bzip2_length,thinking_bzip2_ratio,thinking_entropy_ratio
capital_of_australia,Basic questions,knowledge,Capital of Australia,o3-mini-high,openai,3,False,False,30000,1,1,1,1,8.0,128.0,136,37,0,37,4.00326,74,2.0,0.50041,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o3-mini-high,openai,4,False,False,30000,1,1,1,1,8.0,64.0,72,37,0,37,4.00326,74,2.0,0.50041,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o3-mini-high,openai,5,False,False,30000,1,1,1,1,8.0,64.0,72,37,0,37,4.00326,74,2.0,0.50041,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o1-mini,openai,1,False,False,30000,1,1,1,1,20.0,256.0,276,45,0,45,4.12998,81,1.8,0.51625,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o1-mini,openai,2,False,False,30000,1,1,1,1,18.0,256.0,274,37,0,37,4.00326,74,2.0,0.50041,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o1-mini,openai,3,False,False,30000,1,1,1,1,16.0,128.0,144,17,0,17,3.45482,59,3.47059,0.43185,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o1-mini,openai,4,False,False,30000,1,1,1,1,21.0,192.0,213,41,0,41,4.07391,76,1.85366,0.50924,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o1-mini,openai,5,False,False,30000,1,1,1,1,21.0,128.0,149,41,0,41,4.07391,76,1.85366,0.50924,0.0,0,0.0,0.0
capital_of_australia,Basic questions,knowledge,Capital of Australia,o4-mini-high-long,openai,1,False,False,30000,1,1,1,1,13.0,64.0,77,37,452,489,4.00326,74,2.0,0.50041,4.44936,317,0.70133,0.55617
capital_of_australia,Basic questions,knowledge,Capital of Australia,o4-mini-high-long,openai,2,False,False,30000,1,1,1,1,13.0,128.0,141,37,458,495,4.00326,74,2.0,0.50041,4.47792,313,0.79241,0.55974
capital_of_australia,Basic questions,knowledge,Capital of Australia,o4-mini-high-long,openai,3,False,False,30000,1,1,1,1,13.0,64.0,77,37,430,467,4.00326,74,2.0,0.50041,4.48201,310,0.67686,0.56025
capital_of_australia,Basic questions,knowledge,Capital of Australia,o4-mini-high-long,openai,4,False,False,30000,1,1,1,1,13.0,64.0,77,37,395,432,4.00326,74,2.0,0.50041,4.47609,332,0.77209,0.55951
capital_of_australia,Basic questions,knowledge,Capital of Australia,o4-mini-high-long,openai,5,False,False,30000,1,1,1,1,13.0,64.0,77,37,427,464,4.00326,74,2.0,0.50041,4.46723,328,0.76815,0.5584
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4,anthropic,1,False,False,30000,1,1,1,1,11.93548,85.06452,97,37,350,387,4.00326,74,2.0,0.50041,4.3759,254,0.72571,0.54699
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4,anthropic,2,False,False,30000,1,1,1,1,11.93548,65.06452,77,37,250,287,4.00326,74,2.0,0.50041,4.33812,207,0.828,0.54226
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4,anthropic,3,False,False,30000,1,1,1,1,11.93548,70.06452,82,37,288,325,4.00326,74,2.0,0.50041,4.27039,215,0.74653,0.5338
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4,anthropic,4,False,False,30000,1,1,1,1,11.93548,72.06452,84,37,305,342,4.00326,74,2.0,0.50041,4.28251,218,0.71475,0.53531
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4,anthropic,5,False,False,30000,1,1,1,1,11.93548,79.06452,91,37,327,364,4.00326,74,2.0,0.50041,4.3103,233,0.71254,0.53879
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4.1,anthropic,1,False,False,30000,1,1,1,1,11.93548,87.06452,99,37,346,383,4.00326,74,2.0,0.50041,4.20259,160,0.84211,0.52532
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4.1,anthropic,2,False,False,30000,1,1,1,1,11.93548,49.06452,61,37,190,227,4.00326,74,2.0,0.50041,4.36907,250,0.72254,0.54613
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4.1,anthropic,3,False,False,30000,1,1,1,1,11.93548,74.06452,86,37,307,344,4.00326,74,2.0,0.50041,4.39099,243,0.79153,0.54887
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4.1,anthropic,4,False,False,30000,1,1,1,1,11.93548,68.06452,80,37,279,316,4.00326,74,2.0,0.50041,4.3571,226,0.81004,0.54464
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-opus-4.1,anthropic,5,False,False,30000,1,1,1,1,11.93548,71.06452,83,37,294,331,4.00326,74,2.0,0.50041,4.31448,222,0.7551,0.53931
capital_of_australia,Basic questions,knowledge,Capital of Australia,qwen3-235b-a22b-thinking-2507,qwen,1,True,True,30000,1,1,1,1,132.0,332.0,464,921,1291,2212,4.6443,593,0.64387,0.58054,4.51729,743,0.57552,0.56466
capital_of_australia,Basic questions,knowledge,Capital of Australia,qwen3-235b-a22b-thinking-2507,qwen,2,True,True,30000,1,1,1,1,112.0,253.0,365,737,975,1712,4.64373,490,0.66486,0.58047,4.45509,605,0.62051,0.55689
capital_of_australia,Basic questions,knowledge,Capital of Australia,qwen3-235b-a22b-thinking-2507,qwen,3,True,True,30000,1,1,1,1,221.0,324.0,545,1267,1257,2524,4.71445,768,0.60616,0.58931,4.53456,747,0.59427,0.56682
capital_of_australia,Basic questions,knowledge,Capital of Australia,qwen3-235b-a22b-thinking-2507,qwen,4,True,True,30000,1,1,1,1,121.0,323.0,444,834,1256,2090,4.70894,678,0.60053,0.58862,4.49496,745,0.57088,0.56187
capital_of_australia,Basic questions,knowledge,Capital of Australia,qwen3-235b-a22b-thinking-2507,qwen,5,True,True,30000,1,1,1,1,185.0,336.0,521,1129,1305,2434,4.60569,540,0.64748,0.57571,4.54719,740,0.58917,0.5684
capital_of_australia,Basic questions,knowledge,Capital of Australia,deepseek-V3.1,deepseek,1,True,True,60000,1,1,1,1,33.0,92.0,125,158,484,642,4.21646,96,1.6,0.52706,4.35757,334,0.71064,0.5447
capital_of_australia,Basic questions,knowledge,Capital of Australia,deepseek-V3.1,deepseek,2,True,True,60000,1,1,1,1,14.0,90.0,104,60,470,530,4.37945,157,0.99367,0.54743,4.33861,340,0.70248,0.54233
capital_of_australia,Basic questions,knowledge,Capital of Australia,deepseek-V3.1,deepseek,3,True,True,60000,1,1,1,1,34.0,92.0,126,163,503,666,4.40983,158,0.96933,0.55123,4.3225,350,0.69583,0.54031
capital_of_australia,Basic questions,knowledge,Capital of Australia,deepseek-V3.1,deepseek,4,True,True,60000,1,1,1,1,33.0,115.0,148,158,639,797,4.37945,157,0.99367,0.54743,4.36468,412,0.64476,0.54559
capital_of_australia,Basic questions,knowledge,Capital of Australia,deepseek-V3.1,deepseek,5,True,True,60000,1,1,1,1,26.0,102.0,128,126,524,650,4.40965,136,1.07937,0.55121,4.35218,366,0.69847,0.54402
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-3-7-sonnet-20250219,anthropic,1,False,True,30000,1,1,1,1,104.83871,82.16129,187,325,496,821,4.00326,74,2.0,0.50041,4.47728,274,0.685,0.55966
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-3-7-sonnet-20250219,anthropic,2,False,True,30000,1,1,1,1,11.93548,105.06452,117,37,400,437,4.00326,74,2.0,0.50041,4.3731,288,0.67133,0.54664
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-3-7-sonnet-20250219,anthropic,3,False,True,30000,1,1,1,1,11.93548,107.06452,119,37,429,466,4.29128,213,0.81298,0.53641,4.35032,248,0.69859,0.54379
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-3-7-sonnet-20250219,anthropic,4,False,True,30000,1,1,1,1,84.51613,64.48387,149,262,355,617,4.37796,248,0.76308,0.54725,4.31477,301,0.60685,0.53935
capital_of_australia,Basic questions,knowledge,Capital of Australia,claude-3-7-sonnet-20250219,anthropic,5,False,True,30000,1,1,1,1,74.83871,102.16129,177,232,517,749,4.38537,213,0.9181,0.54817,4.35297,318,0.61509,0.54412
train_distance,Basic questions,knowledge,Distance traveled by train,claude-4-sonnet-0522-thinking,anthropic,1,False,False,30000,1,1,1,1,66.77419,136.22581,203,207,320,527,4.64002,204,0.88696,0.58,4.712,256,0.80251,0.589
train_distance,Basic questions,knowledge,Distance traveled by train,claude-4-sonnet-0522-thinking,anthropic,2,False,False,30000,1,1,1,1,62.25806,97.74194,160,193,259,452,4.63328,185,0.89372,0.57916,4.74297,263,0.82188,0.59287
train_distance,Basic questions,knowledge,Distance traveled by train,claude-4-sonnet-0522-thinking,anthropic,3,False,False,30000,1,1,1,1,81.93548,142.06452,224,254,324,578,4.67793,175,0.90674,0.58474,4.6258,229,0.88417,0.57822
train_distance,Basic questions,knowledge,Distance traveled by train,claude-4-sonnet-0522-thinking,anthropic,4,False,False,30000,1,1,1,1,73.54839,87.45161,161,228,243,471,4.6017,198,0.86842,0.57521,4.61391,217,0.893,0.57674
train_distance,Basic questions,knowledge,Distance traveled by train,claude-4-sonnet-0522-thinking,anthropic,5,False,False,30000,1,1,1,1,74.19355,145.80645,220,230,319,549,4.7159,222,0.87402,0.58949,4.76624,260,0.80247,0.59578
train_distance,Basic questions,knowledge,Distance traveled by train,gemini-2.5-flash-high,google,1,False,False,30000,1,1,1,1,70.0,217.0,287,194,672,866,4.60596,174,0.89691,0.57574,4.65307,424,0.63095,0.58163
train_distance,Basic questions,knowledge,Distance traveled by train,gemini-2.5-flash-high,google,2,False,False,30000,1,1,1,1,52.0,231.0,283,148,603,751,4.60596,174,0.89691,0.57574,4.57464,372,0.74104,0.57183
train_distance,Basic questions,knowledge,Distance traveled by train,gemini-2.5-flash-high,google,3,False,False,30000,1,1,1,1,55.0,221.0,276,151,685,836,4.51621,154,1.01987,0.56453,4.57154,463,0.67591,0.57144
train_distance,Basic questions,knowledge,Distance traveled by train,gemini-2.5-flash-high,google,4,False,False,30000,1,1,1,1,70.0,218.0,288,194,502,696,4.61386,153,1.03378,0.57673,4.57914,406,0.6733,0.57239
train_distance,Basic questions,knowledge,Distance traveled by train,gemini-2.5-flash-high,google,5,False,False,30000,1,1,1,1,52.0,227.0,279,145,617,762,4.6014,153,1.05517,0.57518,4.51521,395,0.64019,0.5644
train_distance,Basic questions,knowledge,Distance traveled by train,grok-3-mini-think,x-ai,1,False,True,30000,1,1,1,1,58.0,211.0,269,214,767,981,4.52096,194,0.90654,0.56512,4.58629,446,0.58149,0.57329
train_distance,Basic questions,knowledge,Distance traveled by train,grok-3-mini-think,x-ai,2,False,True,30000,1,1,1,1,53.0,636.0,689,181,2208,2389,4.55742,184,1.01657,0.56968,4.70901,987,0.44701,0.58863
train_distance,Basic questions,knowledge,Distance traveled by train,grok-3-mini-think,x-ai,3,False,True,30000,1,1,1,1,63.0,571.0,634,232,1990,2222,4.6203,207,0.89224,0.57754,4.74167,963,0.48392,0.59271
train_distance,Basic questions,knowledge,Distance traveled by train,grok-3-mini-think,x-ai,4,False,True,30000,1,1,1,1,57.0,336.0,393,204,1074,1278,4.4166,180,0.88235,0.55208,4.66047,561,0.52235,0.58256
train_distance,Basic questions,knowledge,Distance traveled by train,grok-3-mini-think,x-ai,5,False,True,30000,1,1,1,1,48.0,261.0,309,176,918,1094,4.35646,162,0.92045,0.54456,4.63088,507,0.55229,0.57886
train_distance,Basic questions,knowledge,Distance traveled by train,qwen3-235b-a22b-think,qwen,1,True,True,30000,1,1,1,1,190.0,290.0,480,332,1131,1463,4.77468,243,0.73193,0.59683,4.5608,607,0.53669,0.5701
train_distance,Basic questions,knowledge,Distance traveled by train,qwen3-235b-a22b-think,qwen,2,True,True,30000,1,1,1,1,110.0,252.0,362,205,980,1185,4.68214,191,0.93171,0.58527,4.5503,562,0.57347,0.56879
train_distance,Basic questions,knowledge,Distance traveled by train,qwen3-235b-a22b-think,qwen,3,True,True,30000,1,1,1,1,248.0,331.0,579,715,1305,2020,4.88624,455,0.63636,0.61078,4.47784,678,0.51954,0.55973
train_distance,Basic questions,knowledge,Distance traveled by train,qwen3-235b-a22b-think,qwen,4,True,True,30000,1,1,1,1,226.0,515.0,741,336,1998,2334,4.77456,254,0.75595,0.59682,4.63065,949,0.47497,0.57883
train_distance,Basic questions,knowledge,Distance traveled by train,qwen3-235b-a22b-think,qwen,5,True,True,30000,1,1,1,1,154.0,297.0,451,351,1164,1515,4.82039,255,0.7265,0.60255,4.48236,623,0.53522,0.5603
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1-0528,deepseek,1,True,True,60000,1,1,1,1,233.0,555.0,788,496,2031,2527,4.66388,237,0.76699,0.58298,4.76578,747,0.50067,0.59572
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1-0528,deepseek,2,True,True,60000,1,1,1,1,155.0,412.0,567,309,1492,1801,4.84918,334,0.67339,0.60615,4.85862,933,0.45938,0.60733
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1-0528,deepseek,3,True,True,60000,1,1,1,1,324.0,351.0,675,793,1290,2083,4.69587,386,0.48676,0.58698,4.71403,618,0.47907,0.58925
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1-0528,deepseek,4,True,True,60000,1,1,1,1,94.0,358.0,452,254,1297,1551,4.65452,375,0.57427,0.58182,4.62981,941,0.45459,0.57873
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1-0528,deepseek,5,True,True,60000,1,1,1,1,267.0,557.0,824,653,2070,2723,4.55912,209,0.82283,0.56989,4.65957,656,0.50578,0.58245
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1,deepseek,1,True,True,60000,1,1,1,1,112.0,345.0,457,299,1354,1653,4.54877,208,0.91228,0.5686,4.54539,486,0.60523,0.56817
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1,deepseek,2,True,True,60000,1,1,1,1,110.0,280.0,390,225,1100,1325,4.78033,241,0.80602,0.59754,4.54329,683,0.50443,0.56791
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1,deepseek,3,True,True,60000,1,1,1,1,89.0,215.0,304,226,851,1077,4.67834,204,0.90667,0.58479,4.50573,601,0.54636,0.56322
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1,deepseek,4,True,True,60000,1,1,1,1,94.0,238.0,332,223,929,1152,4.68425,205,0.90708,0.58553,4.52111,505,0.59342,0.56514
train_distance,Basic questions,knowledge,Distance traveled by train,deepseek-r1,deepseek,5,True,True,60000,1,1,1,1,87.0,204.0,291,228,803,1031,4.60917,209,0.93722,0.57615,4.57915,508,0.54682,0.57239
train_distance,Basic questions,knowledge,Distance traveled by train,DeepHermes-3-Mistral-24B-Pre,nous,1,True,True,30000,1,1,1,1,,,686,257,1826,2083,4.7612,222,0.86381,0.59515,4.56516,896,0.49069,0.57065
train_distance,Basic questions,knowledge,Distance traveled by train,DeepHermes-3-Mistral-24B-Pre,nous,2,True,True,30000,1,1,1,1,,,619,256,1841,2097,4.85343,255,0.75668,0.60668,4.56104,884,0.48975,0.57013
train_distance,Basic questions,knowledge,Distance traveled by train,DeepHermes-3-Mistral-24B-Pre,nous,3,True,True,30000,1,1,1,1,,,205,519,2058,2577,4.68206,216,0.84375,0.58526,4.52506,825,0.44813,0.56563
train_distance,Basic questions,knowledge,Distance traveled by train,DeepHermes-3-Mistral-24B-Pre,nous,4,True,True,30000,1,1,1,1,,,578,415,1318,1733,4.90395,304,0.73253,0.61299,4.57615,676,0.5129,0.57202
train_distance,Basic questions,knowledge,Distance traveled by train,DeepHermes-3-Mistral-24B-Pre,nous,5,True,True,30000,1,1,1,1,,,654,337,1805,2142,4.8095,312,0.60116,0.60119,4.59742,956,0.46453,0.57468
train_distance,Basic questions,knowledge,Distance traveled by train,ds-r1-0528-abbr,deepseek,1,True,True,60000,1,1,1,1,70.0,349.0,419,91,1307,1398,4.48205,112,1.23077,0.56026,4.73271,650,0.49732,0.59159
train_distance,Basic questions,knowledge,Distance traveled by train,ds-r1-0528-abbr,deepseek,2,True,True,60000,1,1,1,1,42.0,346.0,388,14,1258,1272,3.6645,53,3.78571,0.45806,4.72721,648,0.5151,0.5909
train_distance,Basic questions,knowledge,Distance traveled by train,ds-r1-0528-abbr,deepseek,3,True,True,60000,1,1,1,1,59.0,542.0,601,168,1972,2140,4.50131,166,0.9881,0.56266,4.7103,933,0.47312,0.58879
train_distance,Basic questions,knowledge,Distance traveled by train,ds-r1-0528-abbr,deepseek,4,True,True,60000,1,1,1,1,38.0,296.0,334,49,1072,1121,4.18964,90,1.83673,0.52371,4.68195,594,0.5541,0.58524
train_distance,Basic questions,knowledge,Distance traveled by train,ds-r1-0528-abbr,deepseek,5,True,True,60000,1,1,1,1,122.0,268.0,390,193,958,1151,4.62049,176,0.91192,0.57756,4.71932,528,0.55115,0.58991
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-5,openai,1,False,False,30000,1,1,1,1,8.0,128.0,136,14,415,429,3.6645,53,3.78571,0.45806,4.60586,325,0.77938,0.57573
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-5,openai,2,False,False,30000,1,1,1,1,8.0,128.0,136,14,0,14,3.6645,53,3.78571,0.45806,4.60287,323,0.77831,0.57536
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-5,openai,3,False,False,30000,1,1,1,1,8.0,128.0,136,14,432,446,3.6645,53,3.78571,0.45806,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-5,openai,4,False,False,30000,1,1,1,1,8.0,128.0,136,14,429,443,3.6645,53,3.78571,0.45806,4.52079,330,0.76389,0.5651
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-5,openai,5,False,False,30000,1,1,1,1,8.0,128.0,136,14,417,431,3.6645,53,3.78571,0.45806,4.61106,335,0.78089,0.57638
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-120b,openai,1,True,True,30000,1,1,1,1,81.0,36.0,117,167,141,308,4.60374,160,0.95808,0.57547,4.48033,146,1.03546,0.56004
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-120b,openai,2,True,True,30000,1,1,1,1,85.0,30.0,115,162,118,280,4.55119,148,0.91358,0.5689,4.42936,130,1.10169,0.55367
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-120b,openai,3,True,True,30000,1,1,1,1,79.0,23.0,102,167,89,256,4.55665,152,0.91018,0.56958,4.29696,114,1.2809,0.53712
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-120b,openai,4,True,True,30000,1,1,1,1,79.0,23.0,102,167,91,258,4.55665,152,0.91018,0.56958,4.281,112,1.23077,0.53512
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-120b,openai,5,True,True,30000,1,1,1,1,81.0,25.0,106,162,99,261,4.55119,148,0.91358,0.5689,4.31247,120,1.21212,0.53906
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-20b,openai,1,True,True,30000,1,1,1,1,27.0,67.0,94,23,265,288,4.14291,74,3.21739,0.51786,4.53382,216,0.81509,0.56673
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-20b,openai,2,True,True,30000,1,1,1,1,28.0,45.0,73,22,180,202,4.06148,73,3.31818,0.50769,4.62025,168,0.93333,0.57753
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-20b,openai,3,True,True,30000,1,1,1,1,25.0,22.0,47,23,85,108,4.14291,74,3.21739,0.51786,4.29113,111,1.30588,0.53639
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-20b,openai,4,True,True,30000,1,1,1,1,24.0,108.0,132,22,425,447,4.06148,73,3.31818,0.50769,4.55285,288,0.67765,0.56911
train_distance,Basic questions,knowledge,Distance traveled by train,gpt-oss-20b,openai,5,True,True,30000,1,1,1,1,26.0,43.0,69,23,170,193,4.14291,74,3.21739,0.51786,4.58387,166,0.97647,0.57298
train_distance,Basic questions,knowledge,Distance traveled by train,grok-4-07-09,x-ai,1,False,False,30000,1,1,1,1,14.0,129.0,143,43,24,67,4.16625,80,1.86047,0.52078,2.85539,51,2.125,0.35692
train_distance,Basic questions,knowledge,Distance traveled by train,grok-4-07-09,x-ai,2,False,False,30000,1,1,1,1,14.0,129.0,143,43,24,67,4.16625,80,1.86047,0.52078,2.85539,51,2.125,0.35692
train_distance,Basic questions,knowledge,Distance traveled by train,grok-4-07-09,x-ai,3,False,False,30000,1,1,1,1,2.0,155.0,157,14,24,38,3.6645,53,3.78571,0.45806,2.85539,51,2.125,0.35692
train_distance,Basic questions,knowledge,Distance traveled by train,grok-4-07-09,x-ai,4,False,False,30000,1,1,1,1,12.0,129.0,141,46,24,70,4.49923,85,1.84783,0.5624,2.85539,51,2.125,0.35692
train_distance,Basic questions,knowledge,Distance traveled by train,grok-4-07-09,x-ai,5,False,False,30000,1,1,1,1,2.0,166.0,168,14,24,38,3.6645,53,3.78571,0.45806,2.85539,51,2.125,0.35692
train_distance,Basic questions,knowledge,Distance traveled by train,Hermes-4-405B,nous,1,True,True,30000,1,1,1,1,,,451,260,1260,1520,4.54439,212,0.85484,0.56805,4.54047,726,0.51453,0.56756
train_distance,Basic questions,knowledge,Distance traveled by train,Hermes-4-405B,nous,2,True,True,30000,1,1,1,1,,,481,248,1411,1659,4.57556,221,0.85328,0.57194,4.55449,685,0.51855,0.56931
train_distance,Basic questions,knowledge,Distance traveled by train,Hermes-4-405B,nous,3,True,True,30000,1,1,1,1,,,448,259,1321,1580,4.63735,215,0.82692,0.57967,4.54421,650,0.51587,0.56803
train_distance,Basic questions,knowledge,Distance traveled by train,Hermes-4-405B,nous,4,True,True,30000,1,1,1,1,,,313,228,855,1083,4.54877,208,0.91228,0.5686,4.51233,482,0.56374,0.56404
train_distance,Basic questions,knowledge,Distance traveled by train,Hermes-4-405B,nous,5,True,True,30000,1,1,1,1,,,449,260,1332,1592,4.63735,215,0.82692,0.57967,4.53811,687,0.51577,0.56726
train_distance,Basic questions,knowledge,Distance traveled by train,o3-mini-high,openai,1,False,False,30000,1,1,1,1,41.0,64.0,105,132,0,132,4.57677,151,1.14394,0.5721,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o3-mini-high,openai,2,False,False,30000,1,1,1,1,40.0,128.0,168,142,0,142,4.56168,151,1.06338,0.57021,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o3-mini-high,openai,3,False,False,30000,1,1,1,1,68.0,128.0,196,239,0,239,4.45927,203,0.84937,0.55741,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o3-mini-high,openai,4,False,False,30000,1,1,1,1,64.0,64.0,128,232,0,232,4.47051,197,0.84914,0.55881,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o3-mini-high,openai,5,False,False,30000,1,1,1,1,19.0,0.0,19,43,0,43,4.12454,80,1.86047,0.51557,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o1-mini,openai,1,False,False,30000,1,1,1,1,134.0,128.0,262,364,0,364,4.86289,267,0.72358,0.60786,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o1-mini,openai,2,False,False,30000,1,1,1,1,133.0,64.0,197,369,0,369,4.86322,264,0.72527,0.6079,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o1-mini,openai,3,False,False,30000,1,1,1,1,86.0,256.0,342,197,0,197,4.67596,163,0.82741,0.5845,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o1-mini,openai,4,False,False,30000,1,1,1,1,107.0,128.0,235,300,0,300,4.85188,258,0.70492,0.60648,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o1-mini,openai,5,False,False,30000,1,1,1,1,134.0,192.0,326,366,0,366,4.76421,237,0.79,0.59553,0.0,0,0.0,0.0
train_distance,Basic questions,knowledge,Distance traveled by train,o4-mini-high-long,openai,1,False,False,30000,1,1,1,1,34.0,64.0,98,71,448,519,4.31317,123,1.21782,0.53915,4.55264,318,0.72109,0.56908
train_distance,Basic questions,knowledge,Distance traveled by train,o4-mini-high-long,openai,2,False,False,30000,1,1,1,1,42.0,128.0,170,101,441,542,4.21276,108,1.52113,0.5266,4.59044,309,0.73923,0.57381
train_distance,Basic questions,knowledge,Distance traveled by train,o4-mini-high-long,openai,3,False,False,30000,1,1,1,1,30.0,192.0,222,51,474,525,4.24093,111,1.56338,0.53012,4.49643,319,0.71205,0.56205
train_distance,Basic questions,knowledge,Distance traveled by train,o4-mini-high-long,openai,4,False,False,30000,1,1,1,1,34.0,64.0,98,71,418,489,4.03291,91,1.78431,0.50411,4.55477,337,0.71097,0.56935
train_distance,Basic questions,knowledge,Distance traveled by train,o4-mini-high-long,openai,5,False,False,30000,1,1,1,1,27.0,64.0,91,43,431,474,4.12454,87,2.02326,0.51557,4.55385,310,0.71926,0.56923
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4,anthropic,1,False,False,30000,1,1,1,1,71.29032,73.70968,145,221,194,415,4.63643,185,0.8371,0.57955,4.67834,184,0.94845,0.58479
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4,anthropic,2,False,False,30000,1,1,1,1,60.96774,80.03226,141,189,245,434,4.52684,174,0.92063,0.56586,4.57554,208,0.84898,0.57194
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4,anthropic,3,False,False,30000,1,1,1,1,60.96774,70.03226,131,189,195,384,4.52684,174,0.92063,0.56586,4.59182,179,0.91795,0.57398
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4,anthropic,4,False,False,30000,1,1,1,1,71.29032,73.70968,145,221,194,415,4.63643,185,0.8371,0.57955,4.67834,184,0.94845,0.58479
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4,anthropic,5,False,False,30000,1,1,1,1,60.96774,71.03226,132,189,203,392,4.52684,174,0.92063,0.56586,4.65528,190,0.93596,0.58191
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4.1,anthropic,1,False,False,30000,1,1,1,1,76.45161,72.54839,149,237,194,431,4.6626,212,0.848,0.58283,4.67834,184,0.94845,0.58479
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4.1,anthropic,2,False,False,30000,1,1,1,1,80.64516,69.35484,150,250,194,444,4.66522,204,0.86076,0.58315,4.67834,184,0.94845,0.58479
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4.1,anthropic,3,False,False,30000,1,1,1,1,77.09677,71.90323,149,239,196,435,4.66341,205,0.85774,0.58293,4.67436,184,0.93878,0.58429
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4.1,anthropic,4,False,False,30000,1,1,1,1,76.77419,72.22581,149,238,194,432,4.57852,173,0.89637,0.57231,4.63782,218,0.90083,0.57973
train_distance,Basic questions,knowledge,Distance traveled by train,claude-opus-4.1,anthropic,5,False,False,30000,1,1,1,1,62.25806,79.74194,142,193,242,435,4.66513,204,0.85714,0.58314,4.67834,184,0.94845,0.58479
